Bldg,CZ,Kind,TechID,MappedRun,srcCool,fileCool,MATCH
SFm,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,2601.3824,2601.3824,Y
SFm,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,2355.7796,2355.7796,Y
SFm,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,8951.6004,8951.6004,Y
SFm,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,8106.442,8106.442,Y
SFm,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,524.8567,524.8567,Y
SFm,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,475.3063,475.3063,Y
SFm,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,101.5172,101.5172,Y
SFm,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,91.936,91.936,Y
SFm,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1465.348,1465.348,Y
SFm,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1326.996,1326.996,Y
SFm,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1332.444,1332.444,Y
SFm,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1206.6464,1206.6464,Y
SFm,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3688.5696,3688.5696,Y
SFm,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3340.3204,3340.3204,Y
SFm,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1216.6536,1216.6536,Y
SFm,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1101.782,1101.782,Y
SFm,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1759.405,1759.405,Y
SFm,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1593.293,1593.293,Y
SFm,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1248.012,1248.012,Y
SFm,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1130.1805,1130.1805,Y
SFm,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3773.727,3773.727,Y
SFm,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3417.4355,3417.4355,Y
SFm,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3661.2492,3661.2492,Y
SFm,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3315.5741,3315.5741,Y
SFm,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,2920.1734,2920.1734,Y
SFm,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,2644.4672,2644.4672,Y
SFm,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3845.4651,3845.4651,Y
SFm,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3482.4067,3482.4067,Y
SFm,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1909.8775,1909.8775,Y
SFm,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1729.5673,1729.5673,Y
SFm,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,5340.3156,5340.3156,Y
SFm,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,4836.1154,4836.1154,Y
SFm,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,2601.3824,2601.3824,Y
SFm,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,2355.7796,2355.7796,Y
SFm,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,8951.6004,8951.6004,Y
SFm,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,8106.442,8106.442,Y
SFm,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NR,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,524.8567,524.8567,Y
SFm,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NR,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,475.3063,475.3063,Y
SFm,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,101.5172,101.5172,Y
SFm,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,91.936,91.936,Y
SFm,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1465.348,1465.348,Y
SFm,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1326.996,1326.996,Y
SFm,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1332.444,1332.444,Y
SFm,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1206.6464,1206.6464,Y
SFm,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3688.5696,3688.5696,Y
SFm,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3340.3204,3340.3204,Y
SFm,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1216.6536,1216.6536,Y
SFm,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1101.782,1101.782,Y
SFm,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1759.405,1759.405,Y
SFm,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1593.293,1593.293,Y
SFm,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1248.012,1248.012,Y
SFm,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1130.1805,1130.1805,Y
SFm,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3773.727,3773.727,Y
SFm,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3417.4355,3417.4355,Y
SFm,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3661.2492,3661.2492,Y
SFm,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3315.5741,3315.5741,Y
SFm,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,2920.1734,2920.1734,Y
SFm,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,2644.4672,2644.4672,Y
SFm,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,3845.4651,3845.4651,Y
SFm,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,3482.4067,3482.4067,Y
SFm,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,1909.8775,1909.8775,Y
SFm,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,1729.5673,1729.5673,Y
SFm,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,5340.3156,5340.3156,Y
SFm,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,4836.1154,4836.1154,Y
SFm,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,2601.3824,2601.3824,Y
SFm,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,2355.7796,2355.7796,Y
SFm,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,8951.6004,8951.6004,Y
SFm,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,8106.442,8106.442,Y
SFm,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0%UC-NC,WTD: LRM NR LSC R32 R454b rDXHP Base | LRM NR LSC R32 R454b rDXHP Base,524.8567,524.8567,Y
SFm,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-NC,WTD: LRM NR R32 R454b rDXHP Measure | LRM NR R32 R454b rDXHP Measure,475.3063,475.3063,Y
SFm,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,159.7712,159.7712,Y
SFm,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,101.8952,101.8952,Y
SFm,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2306.1408,2306.1408,Y
SFm,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1470.7888,1470.7888,Y
SFm,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2096.9868,2096.9868,Y
SFm,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1337.398,1337.398,Y
SFm,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5805.0208,5805.0208,Y
SFm,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3702.274,3702.274,Y
SFm,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,1914.7504,1914.7504,Y
SFm,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1221.1704,1221.1704,Y
SFm,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2768.9255,2768.9255,Y
SFm,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1765.94,1765.94,Y
SFm,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,1964.1035,1964.1035,Y
SFm,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1252.6485,1252.6485,Y
SFm,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5939.036,5939.036,Y
SFm,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3787.742,3787.742,Y
SFm,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5762.0193,5762.0193,Y
SFm,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3674.8465,3674.8465,Y
SFm,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4595.7298,4595.7298,Y
SFm,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,2931.027,2931.027,Y
SFm,11,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,6051.9455,6051.9455,Y
SFm,11,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3859.751,3859.751,Y
SFm,12,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,3005.7482,3005.7482,Y
SFm,12,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1916.9802,1916.9802,Y
SFm,13,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,8404.5096,8404.5096,Y
SFm,13,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,5360.1559,5360.1559,Y
SFm,14,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4094.0172,4094.0172,Y
SFm,14,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,2611.0488,2611.0488,Y
SFm,15,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,14087.9024,14087.9024,Y
SFm,15,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,8984.8504,8984.8504,Y
SFm,16,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,826.0157,826.0157,Y
SFm,16,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,526.8055,526.8055,Y
SFm,1,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,159.7712,159.7712,Y
SFm,1,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,101.8952,101.8952,Y
SFm,2,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2306.1408,2306.1408,Y
SFm,2,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1470.7888,1470.7888,Y
SFm,3,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2096.9868,2096.9868,Y
SFm,3,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1337.398,1337.398,Y
SFm,4,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5805.0208,5805.0208,Y
SFm,4,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3702.274,3702.274,Y
SFm,5,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,1914.7504,1914.7504,Y
SFm,5,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1221.1704,1221.1704,Y
SFm,6,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,2768.9255,2768.9255,Y
SFm,6,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1765.94,1765.94,Y
SFm,7,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,1964.1035,1964.1035,Y
SFm,7,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,1252.6485,1252.6485,Y
SFm,8,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5939.036,5939.036,Y
SFm,8,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3787.742,3787.742,Y
SFm,9,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,5762.0193,5762.0193,Y
SFm,9,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,3674.8465,3674.8465,Y
SFm,10,base,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15%UC-AOE,WTD: LRM AOE +15% RCA LSC R22 R410a rDXHP Base | LRM AOE +15% RCA LSC R22 R410a rDXHP Base,4595.7298,4595.7298,Y
SFm,10,meas,RB-dxHP_equip-spltHP-SEER-BA-rDXHP-LRM-LSC-AOE,WTD: LRM AOE R22 R410a rDXHP Measure | LRM AOE R22 R410a rDXHP Measure,2931.027,2931.027,Y
